"CIPCode2010","CIPTitle2010","Action","Text change","CIPCode2020","CIPTitle2020"
="11.1002","System, Networking, and LAN/WAN Management/Manager.","No substantive changes",no,="11.1002","System, Networking, and LAN/WAN Management/Manager."
="11.1003","Computer and Information Systems Security/Information Assurance.","No substantive changes",yes,="11.1003","Computer and Information Systems Security/Auditing/Information Assurance."
="11.1004","Web/Multimedia Management and Webmaster.","No substantive changes",no,="11.1004","Web/Multimedia Management and Webmaster."
="11.1005","Information Technology Project Management.","No substantive changes",no,="11.1005","Information Technology Project Management."
="11.1006","Computer Support Specialist.","No substantive changes",no,="11.1006","Computer Support Specialist."
="11.1099","Computer/Information Technology Services Administration and Management, Other.","No substantive changes",no,="11.1099","Computer/Information Technology Services Administration and Management, Other."
="11.99","Computer and Information Sciences and Support Services, Other.","No substantive changes",no,="11.99","Computer and Information Sciences and Support Services, Other."
="11.9999","Computer and Information Sciences and Support Services, Other.","No substantive changes",no,="11.9999","Computer and Information Sciences and Support Services, Other."
="12","PERSONAL AND CULINARY SERVICES.","No substantive changes",yes,="12","CULINARY, ENTERTAINMENT, AND PERSONAL SERVICES."
="12.03","Funeral Service and Mortuary Science.","No substantive changes",no,="12.03","Funeral Service and Mortuary Science."
="12.0301","Funeral Service and Mortuary Science, General.","No substantive changes",no,="12.0301","Funeral Service and Mortuary Science, General."
="12.0302","Funeral Direction/Service.","No substantive changes",no,="12.0302","Funeral Direction/Service."
="12.0303","Mortuary Science and Embalming/Embalmer.","No substantive changes",no,="12.0303","Mortuary Science and Embalming/Embalmer."
="12.0399","Funeral Service and Mortuary Science, Other.","No substantive changes",no,="12.0399","Funeral Service and Mortuary Science, Other."
="12.04","Cosmetology and Related Personal Grooming Services.","No substantive changes",no,="12.04","Cosmetology and Related Personal Grooming Services."
="12.0401","Cosmetology/Cosmetologist, General.","No substantive changes",no,="12.0401","Cosmetology/Cosmetologist, General."
="12.0402","Barbering/Barber.","No substantive changes",no,="12.0402","Barbering/Barber."
="12.0404","Electrolysis/Electrology and Electrolysis Technician.","No substantive changes",no,="12.0404","Electrolysis/Electrology and Electrolysis Technician."
="12.0406","Make-Up Artist/Specialist.","No substantive changes",no,="12.0406","Make-Up Artist/Specialist."
="12.0407","Hair Styling/Stylist and Hair Design.","No substantive changes",no,="12.0407","Hair Styling/Stylist and Hair Design."
="12.0408","Facial Treatment Specialist/Facialist.","No substantive changes",no,="12.0408","Facial Treatment Specialist/Facialist."
="12.0409","Aesthetician/Esthetician and Skin Care Specialist.","No substantive changes",no,="12.0409","Aesthetician/Esthetician and Skin Care Specialist."
="12.0410","Nail Technician/Specialist and Manicurist.","No substantive changes",no,="12.0410","Nail Technician/Specialist and Manicurist."
="12.0411","Permanent Cosmetics/Makeup and Tattooing.","No substantive changes",no,="12.0411","Permanent Cosmetics/Makeup and Tattooing."
="12.0412","Salon/Beauty Salon Management/Manager.","No substantive changes",no,="12.0412","Salon/Beauty Salon Management/Manager."
="12.0413","Cosmetology, Barber/Styling, and Nail Instructor.","No substantive changes",no,="12.0413","Cosmetology, Barber/Styling, and Nail Instructor."
="12.0414","Master Aesthetician/Esthetician.","No substantive changes",no,="12.0414","Master Aesthetician/Esthetician."
="12.0499","Cosmetology and Related Personal Grooming Arts, Other.","No substantive changes",no,="12.0499","Cosmetology and Related Personal Grooming Arts, Other."
="12.05","Culinary Arts and Related Services.","No substantive changes",no,="12.05","Culinary Arts and Related Services."
="12.0500","Cooking and Related Culinary Arts, General.","No substantive changes",no,="12.0500","Cooking and Related Culinary Arts, General."
="12.0501","Baking and Pastry Arts/Baker/Pastry Chef.","No substantive changes",no,="12.0501","Baking and Pastry Arts/Baker/Pastry Chef."
="12.0502","Bartending/Bartender.","No substantive changes",no,="12.0502","Bartending/Bartender."
="12.0503","Culinary Arts/Chef Training.","No substantive changes",no,="12.0503","Culinary Arts/Chef Training."
="12.0504","Restaurant, Culinary, and Catering Management/Manager.","No substantive changes",no,="12.0504","Restaurant, Culinary, and Catering Management/Manager."
="12.0505","Food Preparation/Professional Cooking/Kitchen Assistant.","No substantive changes",no,="12.0505","Food Preparation/Professional Cooking/Kitchen Assistant."
="12.0506","Meat Cutting/Meat Cutter.","No substantive changes",no,="12.0506","Meat Cutting/Meat Cutter."
="12.0507","Food Service, Waiter/Waitress, and Dining Room Management/Manager.","No substantive changes",no,="12.0507","Food Service, Waiter/Waitress, and Dining Room Management/Manager."
="12.0508","Institutional Food Workers.","No substantive changes",no,="12.0508","Institutional Food Workers."
="12.0509","Culinary Science/Culinology.","No substantive changes",no,="12.0509","Culinary Science/Culinology."
="12.0510","Wine Steward/Sommelier.","No substantive changes",no,="12.0510","Wine Steward/Sommelier."
"","","New",no,="12.0580","Reserved."
="12.0599","Culinary Arts and Related Services, Other.","No substantive changes",no,="12.0599","Culinary Arts and Related Services, Other."
"","","New",no,="12.06","Casino Operations and Services."
"","","New",no,="12.0601","Casino Operations and Services, General."
"","","New",no,="12.0602","Casino Dealing."
"","","New",no,="12.0699","Casino Operations and Services, Other."
="12.99","Personal and Culinary Services, Other.","No substantive changes",yes,="12.99","Culinary, Entertainment, and Personal Services, Other."
="12.9999","Personal and Culinary Services, Other.","No substantive changes",yes,="12.9999","Culinary, Entertainment, and Personal Services, Other."
="13","EDUCATION.","No substantive changes",no,="13","EDUCATION."
="13.01","Education, General.","No substantive changes",no,="13.01","Education, General."
="13.0101","Education, General.","No substantive changes",no,="13.0101","Education, General."
="13.02","Bilingual, Multilingual, and Multicultural Education.","No substantive changes",no,="13.02","Bilingual, Multilingual, and Multicultural Education."
="13.0201","Bilingual and Multilingual Education.","No substantive changes",no,="13.0201","Bilingual and Multilingual Education."
="13.0202","Multicultural Education.","No substantive changes",no,="13.0202","Multicultural Education."
="13.0203","Indian/Native American Education.","No substantive changes",no,="13.0203","Indian/Native American Education."
="13.0299","Bilingual, Multilingual, and Multicultural Education, Other.","No substantive changes",no,="13.0299","Bilingual, Multilingual, and Multicultural Education, Other."
="13.03","Curriculum and Instruction.","No substantive changes",no,="13.03","Curriculum and Instruction."
="13.0301","Curriculum and Instruction.","No substantive changes",no,="13.0301","Curriculum and Instruction."
="13.04","Educational Administration and Supervision.","No substantive changes",no,="13.04","Educational Administration and Supervision."
="13.0401","Educational Leadership and Administration, General.","No substantive changes",no,="13.0401","Educational Leadership and Administration, General."
="13.0402","Administration of Special Education.","No substantive changes",no,="13.0402","Administration of Special Education."
="13.0403","Adult and Continuing Education Administration.","No substantive changes",no,="13.0403","Adult and Continuing Education Administration."
="13.0404","Educational, Instructional, and Curriculum Supervision.","No substantive changes",no,="13.0404","Educational, Instructional, and Curriculum Supervision."
="13.0406","Higher Education/Higher Education Administration.","No substantive changes",no,="13.0406","Higher Education/Higher Education Administration."
="13.0407","Community College Education.","No substantive changes",yes,="13.0407","Community College Administration."
="13.0408","Elementary and Middle School Administration/Principalship.","No substantive changes",no,="13.0408","Elementary and Middle School Administration/Principalship."
="13.0409","Secondary School Administration/Principalship.","No substantive changes",no,="13.0409","Secondary School Administration/Principalship."
="13.0410","Urban Education and Leadership.","No substantive changes",no,="13.0410","Urban Education and Leadership."
="13.0411","Superintendency and Educational System Administration.","No substantive changes",no,="13.0411","Superintendency and Educational System Administration."
"","","New",no,="13.0412","International School Administration/Leadership."
"","","New",no,="13.0413","Education Entrepreneurship."
"","","New",no,="13.0414","Early Childhood Program Administration."
="13.0499","Educational Administration and Supervision, Other.","No substantive changes",no,="13.0499","Educational Administration and Supervision, Other."
="13.05","Educational/Instructional Media Design.","No substantive changes",no,="13.05","Educational/Instructional Media Design."
="13.0501","Educational/Instructional Technology.","No substantive changes",no,="13.0501","Educational/Instructional Technology."
="13.06","Educational Assessment, Evaluation, and Research.","No substantive changes",no,="13.06","Educational Assessment, Evaluation, and Research."
